r         ur            utheta            w
 3.65766 -0.0000186776 0.0000000000 -0.0000000000 
 3.66967 -0.0000188005 0.0000000000 -0.0000000000 
 3.68168 -0.0000189238 0.0000000000 -0.0000000000 
 3.69369 -0.0000190475 0.0000000000 -0.0000000000 
 3.70571 -0.0000191715 0.0000000000 -0.0000000000 
 3.71772 -0.0000192960 0.0000000000 -0.0000000000 
 3.72973 -0.0000194209 0.0000000000 -0.0000000000 
 3.74174 -0.0000195462 0.0000000000 -0.0000000000 
 3.75375 -0.0000196719 0.0000000000 -0.0000000000 
 3.76577 -0.0000197980 0.0000000000 -0.0000000000 
 3.77778 -0.0000199245 0.0000000000 -0.0000000000 
 3.78979 -0.0000200514 0.0000000000 -0.0000000000 
 3.80180 -0.0000201787 0.0000000000 -0.0000000000 
 3.81381 -0.0000203065 0.0000000000 -0.0000000000 
 3.82583 -0.0000204346 0.0000000000 -0.0000000000 
 3.83784 -0.0000205631 0.0000000000 -0.0000000000 
 3.84985 -0.0000206920 0.0000000000 -0.0000000000 
 3.86186 -0.0000208213 0.0000000000 -0.0000000000 
 3.87387 -0.0000209511 0.0000000000 -0.0000000000 
 3.88589 -0.0000210812 0.0000000000 -0.0000000000 
 3.89790 -0.0000212117 0.0000000000 -0.0000000000 
 3.90991 -0.0000213427 0.0000000000 -0.0000000000 
 3.92192 -0.0000214740 0.0000000000 -0.0000000000 
 3.93393 -0.0000216057 0.0000000000 -0.0000000000 
 3.94595 -0.0000217379 0.0000000000 -0.0000000000 
 3.95796 -0.0000218704 0.0000000000 -0.0000000000 
 3.96997 -0.0000220034 0.0000000000 -0.0000000000 
 3.98198 -0.0000221367 0.0000000000 -0.0000000000 
 3.99399 -0.0000222705 0.0000000000 -0.0000000000 
 4.00601 -0.0000224047 0.0000000000 -0.0000000000 
 4.01802 -0.0000225392 0.0000000000 -0.0000000000 
 4.03003 -0.0000226742 0.0000000000 -0.0000000000 
 4.04204 -0.0000228096 0.0000000000 -0.0000000000 
 4.05405 -0.0000229453 0.0000000000 -0.0000000000 
 4.06607 -0.0000230815 0.0000000000 -0.0000000000 
 4.07808 -0.0000232181 0.0000000000 -0.0000000000 
 4.09009 -0.0000233551 0.0000000000 -0.0000000000 
 4.10210 -0.0000234924 0.0000000000 -0.0000000000 
 4.11411 -0.0000236302 0.0000000000 -0.0000000000 
 4.12613 -0.0000237684 0.0000000000 -0.0000000000 
 4.13814 -0.0000239070 0.0000000000 -0.0000000000 
 4.15015 -0.0000240460 0.0000000000 -0.0000000000 
 4.16216 -0.0000241854 0.0000000000 -0.0000000000 
 4.17417 -0.0000243252 0.0000000000 -0.0000000000 
 4.18619 -0.0000244654 0.0000000000 -0.0000000000 
 4.19820 -0.0000246060 0.0000000000 -0.0000000000 
 4.21021 -0.0000247470 0.0000000000 -0.0000000000 
 4.22222 -0.0000248884 0.0000000000 -0.0000000000 
 4.23423 -0.0000250302 0.0000000000 -0.0000000000 
 4.24625 -0.0000251725 0.0000000000 -0.0000000000 
 4.25826 -0.0000253151 0.0000000000 -0.0000000000 
 4.27027 -0.0000254581 0.0000000000 -0.0000000000 
 4.28228 -0.0000256015 0.0000000000 -0.0000000000 
 4.29429 -0.0000257453 0.0000000000 -0.0000000000 
 4.30631 -0.0000258896 0.0000000000 -0.0000000000 
 4.31832 -0.0000260342 0.0000000000 -0.0000000000 
 4.33033 -0.0000261792 0.0000000000 -0.0000000000 
 4.34234 -0.0000263247 0.0000000000 -0.0000000000 
 4.35435 -0.0000264705 0.0000000000 -0.0000000000 
 4.36637 -0.0000266168 0.0000000000 -0.0000000000 
 4.37838 -0.0000267634 0.0000000000 -0.0000000000 
 4.39039 -0.0000269105 0.0000000000 -0.0000000000 
 4.40240 -0.0000270579 0.0000000000 -0.0000000000 
 4.41441 -0.0000272058 0.0000000000 -0.0000000000 
 4.42643 -0.0000273541 0.0000000000 -0.0000000000 
 4.43844 -0.0000275027 0.0000000000 -0.0000000000 
 4.45045 -0.0000276518 0.0000000000 -0.0000000000 
 4.46246 -0.0000278012 0.0000000000 -0.0000000000 
 4.47447 -0.0000279511 0.0000000000 -0.0000000000 
 4.48649 -0.0000281014 0.0000000000 -0.0000000000 
 4.49850 -0.0000282521 0.0000000000 -0.0000000000 
 4.51051 -0.0000284032 0.0000000000 -0.0000000000 
 4.52252 -0.0000285546 0.0000000000 -0.0000000000 
 4.53453 -0.0000287065 0.0000000000 -0.0000000000 
 4.54655 -0.0000288588 0.0000000000 -0.0000000000 
 4.55856 -0.0000290115 0.0000000000 -0.0000000000 
 4.57057 -0.0000291646 0.0000000000 -0.0000000000 
 4.58258 -0.0000293181 0.0000000000 -0.0000000000 
 4.59459 -0.0000294720 0.0000000000 -0.0000000000 
 4.60661 -0.0000296263 0.0000000000 -0.0000000000 
 4.61862 -0.0000297810 0.0000000000 -0.0000000000 
 4.63063 -0.0000299361 0.0000000000 -0.0000000000 
 4.64264 -0.0000300916 0.0000000000 -0.0000000000 
 4.65465 -0.0000302475 0.0000000000 -0.0000000000 
 4.66667 -0.0000304039 0.0000000000 -0.0000000000 
 4.67868 -0.0000305606 0.0000000000 -0.0000000000 
 4.69069 -0.0000307177 0.0000000000 -0.0000000000 
 4.70270 -0.0000308752 0.0000000000 -0.0000000000 
 4.71471 -0.0000310332 0.0000000000 -0.0000000000 
 4.72673 -0.0000311915 0.0000000000 -0.0000000000 
 4.73874 -0.0000313502 0.0000000000 -0.0000000000 
 4.75075 -0.0000315094 0.0000000000 -0.0000000000 
 4.76276 -0.0000316689 0.0000000000 -0.0000000000 
 4.77477 -0.0000318288 0.0000000000 -0.0000000000 
 4.78679 -0.0000319892 0.0000000000 -0.0000000000 
 4.79880 -0.0000321499 0.0000000000 -0.0000000000 
 4.81081 -0.0000323111 0.0000000000 -0.0000000000 
 4.82282 -0.0000324727 0.0000000000 -0.0000000000 
 4.83483 -0.0000326346 0.0000000000 -0.0000000000 
 4.84685 -0.0000327970 0.0000000000 -0.0000000000 
 4.85886 -0.0000329597 0.0000000000 -0.0000000000 
 4.87087 -0.0000331229 0.0000000000 -0.0000000000 
 4.88288 -0.0000332865 0.0000000000 -0.0000000000 
 4.89489 -0.0000334504 0.0000000000 -0.0000000000 
 4.90691 -0.0000336148 0.0000000000 -0.0000000000 
 4.91892 -0.0000337796 0.0000000000 -0.0000000000 
 4.93093 -0.0000339448 0.0000000000 -0.0000000000 
 4.94294 -0.0000341104 0.0000000000 -0.0000000000 
 4.95495 -0.0000342763 0.0000000000 -0.0000000000 
 4.96697 -0.0000344427 0.0000000000 -0.0000000000 
 4.97898 -0.0000346095 0.0000000000 -0.0000000000 
 4.99099 -0.0000347767 0.0000000000 -0.0000000000 
 5.00300 -0.0000349443 0.0000000000 -0.0000000000 
 5.01502 -0.0000351123 0.0000000000 -0.0000000000 
 5.02703 -0.0000352807 0.0000000000 -0.0000000000 
 5.03904 -0.0000354495 0.0000000000 -0.0000000000 
 5.05105 -0.0000356187 0.0000000000 -0.0000000000 
 5.06306 -0.0000357884 0.0000000000 -0.0000000000 
 5.07508 -0.0000359584 0.0000000000 -0.0000000000 
 5.08709 -0.0000361288 0.0000000000 -0.0000000000 
 5.09910 -0.0000362996 0.0000000000 -0.0000000000 
 5.11111 -0.0000364708 0.0000000000 -0.0000000000 
 5.12312 -0.0000366425 0.0000000000 -0.0000000000 
 5.13514 -0.0000368145 0.0000000000 -0.0000000000 
 5.14715 -0.0000369869 0.0000000000 -0.0000000000 
 5.15916 -0.0000371598 0.0000000000 -0.0000000000 
 5.17117 -0.0000373330 0.0000000000 -0.0000000000 
 5.18318 -0.0000375066 0.0000000000 -0.0000000000 
 5.19520 -0.0000376807 0.0000000000 -0.0000000000 
 5.20721 -0.0000378551 0.0000000000 -0.0000000000 
 5.21922 -0.0000380300 0.0000000000 -0.0000000000 
 5.23123 -0.0000382052 0.0000000000 -0.0000000000 
 5.24324 -0.0000383809 0.0000000000 -0.0000000000 
 5.25526 -0.0000385570 0.0000000000 -0.0000000000 
 5.26727 -0.0000387334 0.0000000000 -0.0000000000 
 5.27928 -0.0000389103 0.0000000000 -0.0000000000 
 5.29129 -0.0000390876 0.0000000000 -0.0000000000 
 5.30330 -0.0000392652 0.0000000000 -0.0000000000 
 5.31532 -0.0000394433 0.0000000000 -0.0000000000 
 5.32733 -0.0000396218 0.0000000000 -0.0000000000 
 5.33934 -0.0000398007 0.0000000000 -0.0000000000 
 5.35135 -0.0000399799 0.0000000000 -0.0000000000 
 5.36336 -0.0000401596 0.0000000000 -0.0000000000 
 5.37538 -0.0000403397 0.0000000000 -0.0000000000 
 5.38739 -0.0000405202 0.0000000000 -0.0000000000 
 5.39940 -0.0000407011 0.0000000000 -0.0000000000 
 5.41141 -0.0000408824 0.0000000000 -0.0000000000 
 5.42342 -0.0000410641 0.0000000000 -0.0000000000 
 5.43544 -0.0000412462 0.0000000000 -0.0000000000 
 5.44745 -0.0000414287 0.0000000000 -0.0000000000 
 5.45946 -0.0000416116 0.0000000000 -0.0000000000 
 5.47147 -0.0000417949 0.0000000000 -0.0000000000 
 5.48348 -0.0000419786 0.0000000000 -0.0000000000 
 5.49550 -0.0000421627 0.0000000000 -0.0000000000 
 5.50751 -0.0000423473 0.0000000000 -0.0000000000 
 5.51952 -0.0000425322 0.0000000000 -0.0000000000 
 5.53153 -0.0000427175 0.0000000000 -0.0000000000 
 5.54354 -0.0000429032 0.0000000000 -0.0000000000 
 5.55556 -0.0000430894 0.0000000000 -0.0000000000 
 5.56757 -0.0000432759 0.0000000000 -0.0000000000 
 5.57958 -0.0000434628 0.0000000000 -0.0000000000 
 5.59159 -0.0000436502 0.0000000000 -0.0000000000 
 5.60360 -0.0000438379 0.0000000000 -0.0000000000 
 5.61562 -0.0000440261 0.0000000000 -0.0000000000 
 5.62763 -0.0000442146 0.0000000000 -0.0000000000 
 5.63964 -0.0000444036 0.0000000000 -0.0000000000 
 5.65165 -0.0000445929 0.0000000000 -0.0000000000 
 5.66366 -0.0000447827 0.0000000000 -0.0000000000 
 5.67568 -0.0000449728 0.0000000000 -0.0000000000 
 5.68769 -0.0000451634 0.0000000000 -0.0000000000 
 5.69970 -0.0000453544 0.0000000000 -0.0000000000 
 5.71171 -0.0000455457 0.0000000000 -0.0000000000 
 5.72372 -0.0000457375 0.0000000000 -0.0000000000 
 5.73574 -0.0000459297 0.0000000000 -0.0000000000 
 5.74775 -0.0000461223 0.0000000000 -0.0000000000 
 5.75976 -0.0000463152 0.0000000000 -0.0000000000 
 5.77177 -0.0000465086 0.0000000000 -0.0000000000 
 5.78378 -0.0000467024 0.0000000000 -0.0000000000 
 5.79580 -0.0000468966 0.0000000000 -0.0000000000 
 5.80781 -0.0000470912 0.0000000000 -0.0000000000 
 5.81982 -0.0000472862 0.0000000000 -0.0000000000 
 5.83183 -0.0000474816 0.0000000000 -0.0000000000 
 5.84384 -0.0000476774 0.0000000000 -0.0000000000 
 5.85586 -0.0000478736 0.0000000000 -0.0000000000 
 5.86787 -0.0000480702 0.0000000000 -0.0000000000 
 5.87988 -0.0000482672 0.0000000000 -0.0000000000 
 5.89189 -0.0000484646 0.0000000000 -0.0000000000 
 5.90390 -0.0000486624 0.0000000000 -0.0000000000 
 5.91592 -0.0000488606 0.0000000000 -0.0000000000 
 5.92793 -0.0000490593 0.0000000000 -0.0000000000 
 5.93994 -0.0000492583 0.0000000000 -0.0000000000 
 5.95195 -0.0000494577 0.0000000000 -0.0000000000 
 5.96396 -0.0000496575 0.0000000000 -0.0000000000 
 5.97598 -0.0000498578 0.0000000000 -0.0000000000 
 5.98799 -0.0000500584 0.0000000000 -0.0000000000 
 6.00000 -0.0000502594 0.0000000000 -0.0000000000 
 6.01201 -0.0000504609 0.0000000000 -0.0000000000 
 6.02402 -0.0000506627 0.0000000000 -0.0000000000 
 6.03604 -0.0000508650 0.0000000000 -0.0000000000 
 6.04805 -0.0000510676 0.0000000000 -0.0000000000 
 6.06006 -0.0000512707 0.0000000000 -0.0000000000 
 6.07207 -0.0000514741 0.0000000000 -0.0000000000 
 6.08408 -0.0000516780 0.0000000000 -0.0000000000 
 6.09610 -0.0000518822 0.0000000000 -0.0000000000 
 6.10811 -0.0000520869 0.0000000000 -0.0000000000 
 6.12012 -0.0000522920 0.0000000000 -0.0000000000 
 6.13213 -0.0000524974 0.0000000000 -0.0000000000 
 6.14414 -0.0000527033 0.0000000000 -0.0000000000 
 6.15616 -0.0000529096 0.0000000000 -0.0000000000 
 6.16817 -0.0000531163 0.0000000000 -0.0000000000 
 6.18018 -0.0000533233 0.0000000000 -0.0000000000 
 6.19219 -0.0000535308 0.0000000000 -0.0000000000 
 6.20420 -0.0000537387 0.0000000000 -0.0000000000 
 6.21622 -0.0000539470 0.0000000000 -0.0000000000 
 6.22823 -0.0000541557 0.0000000000 -0.0000000000 
 6.24024 -0.0000543648 0.0000000000 -0.0000000000 
 6.25225 -0.0000545743 0.0000000000 -0.0000000000 
 6.26426 -0.0000547842 0.0000000000 -0.0000000000 
 6.27628 -0.0000549945 0.0000000000 -0.0000000000 
 6.28829 -0.0000552052 0.0000000000 -0.0000000000 
 6.30030 -0.0000554163 0.0000000000 -0.0000000000 
 6.31231 -0.0000556278 0.0000000000 -0.0000000000 
 6.32432 -0.0000558397 0.0000000000 -0.0000000000 
 6.33634 -0.0000560521 0.0000000000 -0.0000000000 
 6.34835 -0.0000562648 0.0000000000 -0.0000000000 
 6.36036 -0.0000564779 0.0000000000 -0.0000000000 
 6.37237 -0.0000566914 0.0000000000 -0.0000000000 
 6.38438 -0.0000569054 0.0000000000 -0.0000000000 
 6.39640 -0.0000571197 0.0000000000 -0.0000000000 
 6.40841 -0.0000573344 0.0000000000 -0.0000000000 
 6.42042 -0.0000575496 0.0000000000 -0.0000000000 
 6.43243 -0.0000577651 0.0000000000 -0.0000000000 
 6.44444 -0.0000579811 0.0000000000 -0.0000000000 
 6.45646 -0.0000581974 0.0000000000 -0.0000000000 
 6.46847 -0.0000584142 0.0000000000 -0.0000000000 
 6.48048 -0.0000586313 0.0000000000 -0.0000000000 
 6.49249 -0.0000588489 0.0000000000 -0.0000000000 
 6.50450 -0.0000590668 0.0000000000 -0.0000000000 
 6.51652 -0.0000592852 0.0000000000 -0.0000000000 
 6.52853 -0.0000595039 0.0000000000 -0.0000000000 
 6.54054 -0.0000597231 0.0000000000 -0.0000000000 
 6.55255 -0.0000599427 0.0000000000 -0.0000000000 
 6.56456 -0.0000601627 0.0000000000 -0.0000000000 
 6.57658 -0.0000603830 0.0000000000 -0.0000000000 
 6.58859 -0.0000606038 0.0000000000 -0.0000000000 
 6.60060 -0.0000608250 0.0000000000 -0.0000000000 
 6.61261 -0.0000610466 0.0000000000 -0.0000000000 
 6.62462 -0.0000612686 0.0000000000 -0.0000000000 
 6.63664 -0.0000614910 0.0000000000 -0.0000000000 
 6.64865 -0.0000617137 0.0000000000 -0.0000000000 
 6.66066 -0.0000619369 0.0000000000 -0.0000000000 
 6.67267 -0.0000621605 0.0000000000 -0.0000000000 
 6.68468 -0.0000623845 0.0000000000 -0.0000000000 
 6.69670 -0.0000626089 0.0000000000 -0.0000000000 
 6.70871 -0.0000628338 0.0000000000 -0.0000000000 
 6.72072 -0.0000630590 0.0000000000 -0.0000000000 
 6.73273 -0.0000632846 0.0000000000 -0.0000000000 
 6.74474 -0.0000635106 0.0000000000 -0.0000000000 
 6.75676 -0.0000637370 0.0000000000 -0.0000000000 
 6.76877 -0.0000639638 0.0000000000 -0.0000000000 
 6.78078 -0.0000641911 0.0000000000 -0.0000000000 
 6.79279 -0.0000644187 0.0000000000 -0.0000000000 
 6.80480 -0.0000646467 0.0000000000 -0.0000000000 
 6.81682 -0.0000648752 0.0000000000 -0.0000000000 
 6.82883 -0.0000651040 0.0000000000 -0.0000000000 
 6.84084 -0.0000653332 0.0000000000 -0.0000000000 
 6.85285 -0.0000655629 0.0000000000 -0.0000000000 
 6.86486 -0.0000657929 0.0000000000 -0.0000000000 
 6.87688 -0.0000660234 0.0000000000 -0.0000000000 
 6.88889 -0.0000662542 0.0000000000 -0.0000000000 
 6.90090 -0.0000664855 0.0000000000 -0.0000000000 
 6.91291 -0.0000667171 0.0000000000 -0.0000000000 
 6.92492 -0.0000669492 0.0000000000 -0.0000000000 
 6.93694 -0.0000671816 0.0000000000 -0.0000000000 
 6.94895 -0.0000674145 0.0000000000 -0.0000000000 
 6.96096 -0.0000676478 0.0000000000 -0.0000000000 
 6.97297 -0.0000678814 0.0000000000 -0.0000000000 
 6.98498 -0.0000681155 0.0000000000 -0.0000000000 
 6.99700 -0.0000683500 0.0000000000 -0.0000000000 
 7.00901 -0.0000685849 0.0000000000 -0.0000000000 
 7.02102 -0.0000688202 0.0000000000 -0.0000000000 
 7.03303 -0.0000690558 0.0000000000 -0.0000000000 
 7.04505 -0.0000692919 0.0000000000 -0.0000000000 
 7.05706 -0.0000695284 0.0000000000 -0.0000000000 
 7.06907 -0.0000697653 0.0000000000 -0.0000000000 
 7.08108 -0.0000700026 0.0000000000 -0.0000000000 
 7.09309 -0.0000702403 0.0000000000 -0.0000000000 
 7.10511 -0.0000704784 0.0000000000 -0.0000000000 
 7.11712 -0.0000707169 0.0000000000 -0.0000000000 
 7.12913 -0.0000709558 0.0000000000 -0.0000000000 
 7.14114 -0.0000711951 0.0000000000 -0.0000000000 
 7.15315 -0.0000714349 0.0000000000 -0.0000000000 
 7.16517 -0.0000716750 0.0000000000 -0.0000000000 
 7.17718 -0.0000719155 0.0000000000 -0.0000000000 
 7.18919 -0.0000721564 0.0000000000 -0.0000000000 
 7.20120 -0.0000723977 0.0000000000 -0.0000000000 
 7.21321 -0.0000726395 0.0000000000 -0.0000000000 
 7.22523 -0.0000728816 0.0000000000 -0.0000000000 
 7.23724 -0.0000731241 0.0000000000 -0.0000000000 
 7.24925 -0.0000733671 0.0000000000 -0.0000000000 
 7.26126 -0.0000736104 0.0000000000 -0.0000000000 
 7.27327 -0.0000738542 0.0000000000 -0.0000000000 
 7.28529 -0.0000740983 0.0000000000 -0.0000000000 
 7.29730 -0.0000743429 0.0000000000 -0.0000000000 
 7.30931 -0.0000745878 0.0000000000 -0.0000000000 
 7.32132 -0.0000748332 0.0000000000 -0.0000000000 
 7.33333 -0.0000750789 0.0000000000 -0.0000000000 
 7.34535 -0.0000753251 0.0000000000 -0.0000000000 
 7.35736 -0.0000755716 0.0000000000 -0.0000000000 
 7.36937 -0.0000758186 0.0000000000 -0.0000000000 
 7.38138 -0.0000760660 0.0000000000 -0.0000000000 
 7.39339 -0.0000763137 0.0000000000 -0.0000000000 
 7.40541 -0.0000765619 0.0000000000 -0.0000000000 
 7.41742 -0.0000768105 0.0000000000 -0.0000000000 
 7.42943 -0.0000770595 0.0000000000 -0.0000000000 
 7.44144 -0.0000773089 0.0000000000 -0.0000000000 
 7.45345 -0.0000775586 0.0000000000 -0.0000000000 
 7.46547 -0.0000778088 0.0000000000 -0.0000000000 
 7.47748 -0.0000780594 0.0000000000 -0.0000000000 
 7.48949 -0.0000783104 0.0000000000 -0.0000000000 
 7.50150 -0.0000785618 0.0000000000 -0.0000000000 
 7.51351 -0.0000788136 0.0000000000 -0.0000000000 
 7.52553 -0.0000790658 0.0000000000 -0.0000000000 
 7.53754 -0.0000793184 0.0000000000 -0.0000000000 
 7.54955 -0.0000795714 0.0000000000 -0.0000000000 
 7.56156 -0.0000798249 0.0000000000 -0.0000000000 
 7.57357 -0.0000800787 0.0000000000 -0.0000000000 
